title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl,DecisionMakers,CompanyURN
Afbouw in Stijl Wormerveer,4.7,49,Kikkertweg 66,Wormerveer,,NL,https://afbouwinstijl.nl/onze-showrooms/showroom-wormerveer/,+31 75 207 1717,Sanitairwinkel,Badkamerinstallateur,Bouwbedrijf,Vloerenlegger,Vloerenwinkel,Keukenwinkel,,,,,https://www.google.com/maps/search/?api=1&query=Afbouw%20in%20Stijl%20Wormerveer&query_place_id=ChIJ9ZA4-tb7xUcRh_SAV9d5inI,Sanitairwinkel,,,,
Tesalux,4.8,5,De Trompet 1169,Heemskerk,,NL,http://www.tesalux.nl/,+31 251 296 438,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tesalux&query_place_id=ChIJz89L5RP6xUcR1dlQdNYZa2Q,Sanitairwinkel,,https://nl.linkedin.com/company/thebalux-b.v.,Marcel Habraken (CFO) - https://www.linkedin.com/in/marcel-habraken-200603190 ; Peter Boening (Geschäftsführer) - https://www.linkedin.com/in/peter-boening-43a23487,urn:li:organization:25110899
Keukenloods Alkmaar,4.1,151,Koedijkerstraat 24,Alkmaar,,NL,https://www.keukenloods.nl/winkel/alkmaar?utm_source=GMB&utm_medium=Alkmaar,+31 72 515 2273,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Alkmaar&query_place_id=ChIJSdZmqbJXz0cR6UsRcszsOpY,Keukenwinkel,,,Bas Aangeenbrug (Eigenaar) - https://www.linkedin.com/in/bas-aangeenbrug-13523580 ; Henk Koren (Salesmanager) - https://www.linkedin.com/in/henk-koren-81061a51 ; Edwin de Lange (Mede-eigenaar Keukenloods Zwaag) - https://www.linkedin.com/in/edwin-de-lange-7b0b88a4 ; Ron Schouten (Gepensioneerd) - https://www.linkedin.com/in/ron-schouten-63b428b6,
Interdesign keukens,4.7,9,Castricummer Werf 136,Castricum,,NL,http://www.interdesignkeukens.nl/,+31 251 653 367,Keukenwinkel,Meubelwinkel,Woonwinkel,Winkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Interdesign%20keukens&query_place_id=ChIJUWVl7Eb3xUcR4m7TLpJLu5Y,Keukenwinkel,,https://nl.linkedin.com/company/interkeukens,Leendert Oomen (Eigenaar) - https://www.linkedin.com/in/leendertoomen,urn:li:organization:98949138
Smits Keukens Uitgeest,4.6,28,Geesterweg 10,Uitgeest,,NL,http://smitskeukens.nl/,+31 251 311 880,Keukenvernieuwer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smits%20Keukens%20Uitgeest&query_place_id=ChIJK4UCVpH5xUcRI1CjY4RElNQ,Keukenvernieuwer,,https://nl.linkedin.com/company/smit-keukens-en-kasten,Julia van Bragt (Orderverwerking) - https://www.linkedin.com/in/julia-van-bragt-74a662161 ; Mike Smit (Logistiek medewerker) - https://www.linkedin.com/in/mike-smit-b45730299 ; Daniëlle Odding (Verkoopmedewerker) - https://www.linkedin.com/in/daniëlle-odding-8a748722b ; Joy Kruijsdijk (Showroomverkoop) - https://www.linkedin.com/in/joy-kruijsdijk-72142a159 ; Jacco Hofstra (Verkoopmedewerker & orderverwerking) - https://www.linkedin.com/in/jacco-hofstra-b4b419b7,urn:li:organization:77810898
Plieger Alkmaar Showroom,4.3,29,Toermalijnstraat 12B,Alkmaar,,NL,https://plieger.nl/vestigingen/showrooms/alkmaar,+31 72 541 4620,Sanitairwinkel,Groothandelaar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Plieger%20Alkmaar%20Showroom&query_place_id=ChIJIdZ_8H74xUcRGH3F7fDlTsM,Sanitairwinkel,,https://nl.linkedin.com/company/plieger,Jasper van Dinther (HR Business Partner) - https://www.linkedin.com/in/jasper-van-dinther-a35b0a26 ; Monique Klein (Voorzitter Showroomcommissie) - https://www.linkedin.com/in/monique-klein-1a0a25205 ; Erik Plieger (Test Analyst) - https://www.linkedin.com/in/erik-plieger-4262908 ; Nicole Weijers - Vernooy (HR Business Partner) - https://www.linkedin.com/in/nicole-weijers-vernooy-2ba36a29 ; Gerben Plieger (Mede-eigenaar) - https://www.linkedin.com/in/gerben-plieger-089998a8,urn:li:organization:537520
De Proefklas,5,3,"Vlielandstraat 2, Lokaal 207",Zaandam,,NL,http://www.deproefklas.nl/,+31 6 10367082,Gedeelde commerci?le keuken,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Proefklas&query_place_id=ChIJK758oVP9xUcRxwh_cRrS_W8,Gedeelde commerci?le keuken,,https://nl.linkedin.com/company/de-proefklas,Tjitze van der Dam (Eigenaar) - https://www.linkedin.com/in/tjitzevanderdam,urn:li:organization:79481522
Fred Constant,4.5,33,Industrieweg 15b,Assendelft,,NL,https://www.fredconstant.nl/,+31 75 622 9387,Kookwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Fred%20Constant&query_place_id=ChIJIbQsA5H7xUcR6FogUBzFL2o,Kookwinkel,,https://nl.linkedin.com/company/fred-constant-totaal-interieur-b-v,Robin Bluijs (Mede-eigenaar) - https://www.linkedin.com/in/robinbluijs ; Jelle Arens (Mede-eigenaar) - https://www.linkedin.com/in/jelle-arens-627873b9,urn:li:organization:107469276
Schepers Keukendesign,4.9,10,Molenvaart 103,Anna Paulowna,,NL,http://www.scheperskeukendesign.nl/,+31 223 533 345,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Schepers%20Keukendesign&query_place_id=ChIJ11w_nExJz0cRXT3rujs0Duc,Keukenwinkel,,https://nl.linkedin.com/company/schepers-keukendesign,Kevin Groot (Verkoper) - https://www.linkedin.com/in/kevin-groot-59aab11a4,urn:li:organization:2342829
Martens Keukens Uitgeest B.V.,4.8,151,Oosterwerf 6,Uitgeest,,NL,http://www.martenskeukens.nl/,+31 251 312 106,Keukenwinkel,Winkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Martens%20Keukens%20Uitgeest%20B.V.&query_place_id=ChIJi9WUGoz5xUcRwjdU2Gf6t4Q,Keukenwinkel,,,Gijs-Jan Stam (Ondernemer) - https://www.linkedin.com/in/gijs-jan-stam-61645b4b,
De Zeug - Keukens en interieurs met karakter,4.8,26,Ameland 18,Zaandam,,NL,https://www.dezeug.nl/,+31 75 616 0518,Keukenwinkel,Aannemer,Interieurarchitectenbureau,Binnenhuisarchitect,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Zeug%20-%20Keukens%20en%20interieurs%20met%20karakter&query_place_id=ChIJJ9Ae_cH8xUcR9bgWlY1soHE,Keukenwinkel,,,Thomas De Winter (CFO) - https://www.linkedin.com/in/thomasdewinter,
Bael Keukens,5,13,Breestraat 63,Beverwijk,,NL,https://bael-keukens.nl/,+31 251 295 801,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bael%20Keukens&query_place_id=ChIJ6QxaUZ7xxUcRuwj2JRT6OTw,Keukenwinkel,,https://nl.linkedin.com/company/in-zaken-betuwe,Alette Keuken (bestuurslid) - https://www.linkedin.com/in/alette-keuken-56095813,urn:li:organization:65848649
Keuken Kampioen Beverwijk,4.3,58,Parallelweg 106,Beverwijk,,NL,https://www.keukenkampioen.nl/showrooms/beverwijk/?utm_source=GMB_listing&utm_medium=organic,+31 251 221 393,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Beverwijk&query_place_id=ChIJK9Gp0nzwxUcRtlTsOhKv2E4,Keukenwinkel,,,Omar Hutak (Mede-oprichter) - https://www.linkedin.com/in/omar-hutak-45788b91,
De Keuken Expert,4.4,172,"Spaarneweg 16D, 7",Cruquius,,NL,https://www.de-keukenexpert.nl/,+31 85 301 6473,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=De%20Keuken%20Expert&query_place_id=ChIJi195aanpxUcRBLt60CIITAU,Keukenwinkel,,https://nl.linkedin.com/company/de-keuken-designers,Mark Iesberts (Managing Director) - https://www.linkedin.com/in/mark-iesberts-11a18215,urn:li:organization:1937686
Keukens en Wonen Opmeer,5,4,"De Veken 207, A01",Opmeer,,NL,http://www.keukensenwonen.nl/,,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukens%20en%20Wonen%20Opmeer&query_place_id=ChIJE27uWYytyEcRUT2FjVzWeis,Keukenwinkel,,https://www.linkedin.com/company/carpentiermooren-keukens-wonen,Fernando Viegas da Silva (Senior verkoopadviseur) - https://www.linkedin.com/in/viegasda ; Rick R. (Backoffice Manager - Carpentier Mooren Keukens en Wonen) - https://www.linkedin.com/in/rick-r-a5b035230 ; Sandra de Klerk (Accountmanager keukens B2B) - https://www.linkedin.com/in/sandra-de-klerk-0b2953240 ; Igor Alveringh (Orderverwerker) - https://www.linkedin.com/in/igor-alveringh-63214893 ; Tanja C. (Interieuradviseur/ Verkoopadviseur Wonen/ Business keukens) - https://www.linkedin.com/in/tanja-crok,urn:li:organization:104040101
Keuken Badkamer Wereld,3.9,55,,,,,http://www.keukenbadkamerwereld.nl/,+31 6 50518394,Installatiebedrijf,Service establishment,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Badkamer%20Wereld&query_place_id=ChIJa3aYqDFWz0cRiAgHkEzNrVk,Installatiebedrijf,,,Mike Bellis (Eigenaar van allevloereninhuis.nl) - https://www.linkedin.com/in/mike-bellis-7073645b,
Sani-Dump Alkmaar,4.7,95,Koedijkerstraat 32,Alkmaar,,NL,https://www.sanidump.nl/winkels/alkmaar/,+31 72 303 6400,Sanitairwinkel,Winkel,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sani-Dump%20Alkmaar&query_place_id=ChIJize8XulXz0cRMcWDJs6WK60,Sanitairwinkel,,https://nl.linkedin.com/company/sani-dump,Haidar Alosmani (Eigenaar Sani-Dump Spijkenisse) - https://www.linkedin.com/in/haidar-alosmani ; Zoë Scalia (Eigenaar) - https://www.linkedin.com/in/zoë-scalia-485b171a7 ; Kevin V (Eigenaar) - https://www.linkedin.com/in/kevin-v-152538267 ; Bertus Bogert (owner) - https://www.linkedin.com/in/bertus-bogert-30285b108,urn:li:organization:62215040
Skei Keukens,5,9,De Droogmakerij 21H,Heiloo,,NL,https://www.skeikeukens.nl/,+31 6 12731376,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skei%20Keukens&query_place_id=ChIJF220UQjLPicR6wBgO5G4ENI,Keukenwinkel,,https://nl.linkedin.com/company/keller-keukens,Rudy van Waterschoot (Eigenaar) - https://www.linkedin.com/in/rudy-van-waterschoot-a7927123 ; John Patrick van Son (Owner) - https://www.linkedin.com/in/john-patrick-van-son-ab702813 ; Marc Schellekens (Ambulancier) - https://www.linkedin.com/in/marc-schellekens-976b7732 ; Sander Scheurwater (Owner) - https://www.linkedin.com/in/sander-scheurwater-01107515 ; Willem Keller (ceo) - https://www.linkedin.com/in/willem-keller-5b600926,urn:li:organization:825707
Riny van de Water Tegelhandel en Tegelwerken,4.4,18,West 11,Avenhorn,,NL,http://www.rinyvandewater.nl/?y_source=1_MjExOTE1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+31 229 543 514,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riny%20van%20de%20Water%20Tegelhandel%20en%20Tegelwerken&query_place_id=ChIJ2ZTiRZKqyEcRWeq4KJe_OcI,Tegelwinkel,,,,
Bruynzeel Keukens Alkmaar,3.7,63,Edisonweg 1,Alkmaar,,NL,https://www.bruynzeelkeukens.nl/winkels/alkmaar?utm_source=google-mijn-bedrijf&utm_medium=organic,+31 72 527 5500,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bruynzeel%20Keukens%20Alkmaar&query_place_id=ChIJzV8XwThWz0cRoHB2zUNTrNo,Keukenwinkel,,https://www.linkedin.com/company/bruynzeel-keukens-bv/,Lenny Engbersen (Owner) - https://www.linkedin.com/in/lenny-engbersen-119246a0 ; peggy Dufour (Eigenaar) - https://www.linkedin.com/in/peggy-dufour-4a2977204 ; carola bafiro (Entrepreneur) - https://www.linkedin.com/in/carola-bafiro-9ab5b01a5 ; Thomas Den broeder (Ondernemer) - https://www.linkedin.com/in/thomas-den-broeder-574a79237,urn:li:organization:260636
Berkhout tegels,4.9,11,Oester 36,Noord-Scharwoude,,NL,http://www.berkhouttegels.nl/,+31 226 318 711,Tegelwinkel,Tegelzetter,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Berkhout%20tegels&query_place_id=ChIJsfo8XEVRz0cRGOE84PhHvVw,Tegelwinkel,,,,
Carpentier,4.4,97,Oosteinderweg 91,Aalsmeer,,NL,https://www.carpentier.nl/,+31 297 383 280,Keukenwinkel,Deurenwinkel,Vloerenwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Carpentier&query_place_id=ChIJK2V0FKPgxUcRDf4UvhX5Apo,Keukenwinkel,,https://nl.linkedin.com/company/carpentier-professional,Dick van Leeuwen (Trading Tropisch hardhout) - https://www.linkedin.com/in/dickvanleeuwen1978 ; Henrie van der Worp (Purchase and Soursing manager Tuinhout en aanverwanten) - https://www.linkedin.com/in/hgvanderworp ; Leroy Bruinsma (Operationeel-commercieel verbinder) - https://www.linkedin.com/in/leroy-bruinsma-07775a194 ; Tijs Den haan (Teamleider Logistiek & Planning) - https://www.linkedin.com/in/tijs-den-haan-959120299 ; Niek Sollewijn Gelpke (Algemeen manager) - https://www.linkedin.com/in/niek-sollewijn-gelpke-b6095a88,urn:li:organization:10135831
Brouwer Technische Handelsonderneming BV,4.5,48,Berenkoog 24,Alkmaar,,NL,http://www.brouwer.nl/,+31 72 512 0252,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Brouwer%20Technische%20Handelsonderneming%20BV&query_place_id=ChIJwdTNwLJXz0cRbrMCKdw2P-g,Sanitairwinkel,,https://nl.linkedin.com/company/brouwer-flexibele-ruimtes,Leo Tolenaars (CFO) - https://www.linkedin.com/in/leo-tolenaars,urn:li:organization:10596205
Warmteservice Alkmaar,4.6,277,Koelmalaan 348,Alkmaar,,NL,https://www.warmteservice.nl/vestiging/Alkmaar,+31 72 541 0041,Leverancier van verwarmingsapparatuur,Sanitairwinkel,Doe-het-zelfzaak,Bouwmarkt,Leverancier van pijpen,,,,,,https://www.google.com/maps/search/?api=1&query=Warmteservice%20Alkmaar&query_place_id=ChIJo51PUy9Wz0cR9uoZc6XzmY4,Leverancier van verwarmingsapparatuur,,https://nl.linkedin.com/company/warmteservice,Auke Rauwerda (Eigenaar) - https://www.linkedin.com/in/auke-rauwerda-93a51113a ; Bart van Arkel (Eigenaar) - https://www.linkedin.com/in/bart-van-arkel-622a0017a ; Larz undefined (DGA) - https://www.linkedin.com/in/larz-undefined-8aab9b308 ; larswarmteservice gubbels (Ondernemer) - https://www.linkedin.com/in/larswarmteservice-gubbels-aa6655360 ; michiel van der Linden (Eigenaar) - https://www.linkedin.com/in/michiel-van-der-linden-004842147,urn:li:organization:815828
Banosol,4.6,120,W.M. Dudokweg 9,Heerhugowaard,,NL,http://www.banosol.nl/,+31 72 574 6563,Leverancier van zonwering,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Banosol&query_place_id=ChIJXdbx8WtUz0cRwGDYT5xt0Nc,Leverancier van zonwering,,https://nl.linkedin.com/company/banosol,Laura Bannenberg-Hagedoorn (Algemeen directeur) - https://www.linkedin.com/in/laura-bannenberg-hagedoorn-b330a7153,urn:li:organization:57017467
Q1 Sanitair,4.3,35,J.J.P. Oudweg 6,Heerhugowaard,,NL,https://www.q1sanitair.nl/,+31 72 303 4170,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Q1%20Sanitair&query_place_id=ChIJ4-wubjRXz0cRjHjQGTvPmPw,Sanitairwinkel,,https://nl.linkedin.com/company/q1-sanitair,Serdal Yilmaz (Commercieel verkoopadviseur) - https://www.linkedin.com/in/serdal-yilmaz-15b7908b ; Olaya Vico Álvarez (Especialista en compras) - https://www.linkedin.com/in/olaya-vico-álvarez-15a4a257 ; Wout Schotting (Sales) - https://www.linkedin.com/in/wout-schotting-42bb62212 ; Martin Vuik (Kantoormedewerker) - https://www.linkedin.com/in/martin-vuik-635543265 ; Rachella Hoenjet (Accountmanager) - https://www.linkedin.com/in/rachella-hoenjet-57512a284,urn:li:organization:66232164
Image keukens Bussum,5,3,Brinklaan 31A,Bussum,,NL,https://imagekeukens.nl/contact/locatie-bussum/?utm_source=googlemybusiness&utm_campaign=GoogleMyBusiness&utm_medium=organic&utm_content=bussum,+31 35 205 2452,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Image%20keukens%20Bussum&query_place_id=ChIJ75UgmbUTxkcRPEKCYH0y2I8,Keukenwinkel,,https://nl.linkedin.com/company/imagekeukens-oudbeijerland,Jeroen van der Meijde (Eigenaar) - https://www.linkedin.com/in/jeroen-van-der-meijde-ab717860,urn:li:organization:19142507
Sanistunter Alkmaar,3.9,45,Pettemerstraat 6,Alkmaar,,NL,https://www.sanistunter.com/winkels/sanistunter-alkmaar/,+31 72 737 0150,Badkamerinstallateur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanistunter%20Alkmaar&query_place_id=ChIJgylU7T1Xz0cRj9gQZ7EYmaw,Badkamerinstallateur,,https://nl.linkedin.com/company/sanistunter,Wouter Van Rees (Eigenaar) - https://www.linkedin.com/in/wouter-van-rees-8b0547247 ; Gydo Timmerman (Eigenaar Sanistunter - Keukenstunter Barendrecht) - https://www.linkedin.com/in/gydo-timmerman-a7ba04a0 ; Rob Terlage (Eigenaar) - https://www.linkedin.com/in/rob-terlage-7163b157 ; Gwenn van Gerven (Eigenaar) - https://www.linkedin.com/in/gwenn-van-gerven-0066b6149 ; Grada Smit (Eigenaar) - https://www.linkedin.com/in/grada-smit-615018155,urn:li:organization:18978405
Keukenstunter Alkmaar,4.4,60,Pettemerstraat 6,Alkmaar,,NL,https://www.keukenstunter.com/winkels/keukenstunter-alkmaar/,+31 72 737 0139,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenstunter%20Alkmaar&query_place_id=ChIJ4RZ_lGxXz0cRgeZxa73sY1Y,Keukenwinkel,,https://nl.linkedin.com/company/keukenstunter,Gerben Hunnersen (Eigenaar) - https://www.linkedin.com/in/gerben-hunnersen-01b61241 ; • David Hopman (Eigenaar) - https://www.linkedin.com/in/davidhopman ; Rik Woltersom (Eigenaar) - https://www.linkedin.com/in/rik-woltersom-3884a153 ; Gwenn van Gerven (Eigenaar) - https://www.linkedin.com/in/gwenn-van-gerven-0066b6149,urn:li:organization:18979059
Versani B.V.,4.2,87,Pettemerstraat 18,Alkmaar,,NL,https://versani.nl/,+31 72 528 0892,Sanitairwinkel,Keukenwinkel,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Versani%20B.V.&query_place_id=ChIJ4yftYbJXz0cRQW3HAb_TR-I,Sanitairwinkel,,https://be.linkedin.com/company/versani-nv,Eline Cnapelynck (Logistiek) - https://www.linkedin.com/in/eline-cnapelynck-114034155 ; Cedric Meulemans (Junior Sales Representative) - https://www.linkedin.com/in/cedric-meulemans-971b22154 ; Sandy Heylen (Management Assistant) - https://www.linkedin.com/in/sandyheylen ; Ives Aerts (Verkoop) - https://www.linkedin.com/in/ives-aerts-22814612b ; Caroline Mennens (Administratief Medewerker Logistiek) - https://www.linkedin.com/in/caroline-mennens-973203254,urn:li:organization:5064866
Koel Keukens Zaandijk,4.3,68,Guisweg 28,Zaandijk,,NL,http://www.koelkeukens.nl/,+31 75 621 4122,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Koel%20Keukens%20Zaandijk&query_place_id=ChIJ8zwPfvP8xUcRm7JcRIaqHJA,Keukenwinkel,,https://nl.linkedin.com/company/keller-keukens,Rudy van Waterschoot (Eigenaar) - https://www.linkedin.com/in/rudy-van-waterschoot-a7927123 ; John Patrick van Son (Owner) - https://www.linkedin.com/in/john-patrick-van-son-ab702813 ; Marc Schellekens (Ambulancier) - https://www.linkedin.com/in/marc-schellekens-976b7732 ; Sander Scheurwater (Owner) - https://www.linkedin.com/in/sander-scheurwater-01107515 ; Willem Keller (ceo) - https://www.linkedin.com/in/willem-keller-5b600926,urn:li:organization:825707
ARTLIFE HOME,5,74,Vondelstraat 58 - 60,Alkmaar,,NL,https://artlifehome.nl/,+31 72 303 4084,Woonwinkel,Bouwmarkt,Timmerman,Tapijtwinkel,Schuur- en polijstservice voor vloeren,Vloerenlegger,Vloerenwinkel,Installateur van trappen,Tegelwinkel,,https://www.google.com/maps/search/?api=1&query=ARTLIFE%20HOME&query_place_id=ChIJFx6G6aZXz0cRE0bmqDVQygw,Woonwinkel,,https://nl.linkedin.com/company/taste-living,Michael Nehme (Chief Executive Officer) - https://www.linkedin.com/in/michaelnehme ; Cathy Song (Business Owner) - https://www.linkedin.com/in/cathy-song-97899612 ; Dominic sasongko (Owner) - https://www.linkedin.com/in/dominic-sasongko-7a90a516,urn:li:organization:3255493
JH Restyling Keuken En Badkamer,3.5,6,Newtonstraat 18A,Heerhugowaard,,NL,http://www.jhrestyling.nl/,+31 72 582 2147,Badkamerinstallateur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=JH%20Restyling%20Keuken%20En%20Badkamer&query_place_id=ChIJTyrU6BFUz0cRSEeCEIoBAUo,Badkamerinstallateur,,https://nl.linkedin.com/company/hesling-bv,Arthur Hesling (Mede-eigenaar) - https://www.linkedin.com/in/arthur-hesling-6a6349150 ; Noudy Hesling (Mede eigenaar) - https://www.linkedin.com/in/noudy-hesling-46617152,urn:li:organization:11854157
Gebr. van der Hulst,4.9,157,Rokerijweg 20,Huizen,,NL,https://www.gebr-vanderhulst.nl/,+31 35 631 5638,Aannemer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gebr.%20van%20der%20Hulst&query_place_id=ChIJYYND9boVxkcRJXd5BfXZouw,Aannemer,,https://nl.linkedin.com/company/gebr-van-der-hulst,Danny Van Der Hulst (Algemeen directeur) - https://www.linkedin.com/in/danny-van-der-hulst-63b537226 ; Nick Van Der Hulst (Mede-eigenaar) - https://www.linkedin.com/in/nick-van-der-hulst-24117b337 ; Danny Van der hulst (Algemeen directeur) - https://www.linkedin.com/in/danny-van-der-hulst-aa8348186 ; Danny van der Hulst (Eigenaar) - https://www.linkedin.com/in/danny-van-der-hulst-2137b6363,urn:li:organization:76671355
Keukenloods Klantenservice,3.5,65,De Veken 330,Opmeer,,NL,https://www.keukenloods.nl/,+31 226 355 340,Klantenservice voor huishoudelijke apparatuur,Keukenwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Klantenservice&query_place_id=ChIJKbiREeqsyEcR5d4oy2Qon_I,Klantenservice voor huishoudelijke apparatuur,,https://nl.linkedin.com/company/keukenloods-b-v-,Bas Aangeenbrug (Eigenaar) - https://www.linkedin.com/in/bas-aangeenbrug-13523580 ; Henk Koren (Salesmanager) - https://www.linkedin.com/in/henk-koren-81061a51 ; Edwin de Lange (Mede-eigenaar Keukenloods Zwaag) - https://www.linkedin.com/in/edwin-de-lange-7b0b88a4 ; Ron Schouten (Gepensioneerd) - https://www.linkedin.com/in/ron-schouten-63b428b6,urn:li:organization:5869932
Badkamers Naarden,4.4,9,Energiestraat 14 A,Naarden,,NL,https://www.badkamersnaarden.nl/,+31 35 678 3912,Sanitairwinkel,Tegelwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Badkamers%20Naarden&query_place_id=ChIJdVyXMZgTxkcRIZn7Qsknz9c,Sanitairwinkel,,https://nl.linkedin.com/company/badkamerspecialist,Wesley De Lang (Meubelmaker) - https://www.linkedin.com/in/wesley-de-lang-b46740204,urn:li:organization:99569758
Montage Team Noord Holland B.V.,5,29,Bestevaerstraat 65-D,Alkmaar,,NL,https://www.montageteamnoordholland.nl/,+31 6 51870593,Keukenvernieuwer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montage%20Team%20Noord%20Holland%20B.V.&query_place_id=ChIJWWzS0ftdYGkRQBas7wb9nyw,Keukenvernieuwer,,,,
Wasco Alkmaar,4.7,18,Phoenixstraat 1,Alkmaar,,NL,https://www.wasco.nl/vestiging/wasco-alkmaar,+31 88 099 5100,Groothandelaar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wasco%20Alkmaar&query_place_id=ChIJ-5bx6jFWz0cRKa0PoKJBmYU,Groothandelaar,,https://nl.linkedin.com/company/wasco,Xander Hagens (Algemeen directeur) - https://www.linkedin.com/in/xander-hagens-6a400922a ; Maarten Tibosch (Non Executive Director) - https://www.linkedin.com/in/maarten-tibosch-a354597 ; Leoni Blaauwgeers (Process Owner Lead to Cash) - https://www.linkedin.com/in/leoniblaauwgeers ; Lehlohonolo Manamolela (Chief Executive) - https://www.linkedin.com/in/lehlohonolo-manamolela-52918512a ; Wakeel Ahmad (Business Owner) - https://www.linkedin.com/in/wakeel-ahmad-873368194,urn:li:organization:208435
Tervoort Tegelwerken,5,2,Snoeckenburg 17,Egmond-Binnen,,NL,https://www.tervoorttegelwerken.nl/,+31 6 46013219,Tegelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tervoort%20Tegelwerken&query_place_id=ChIJz3iZlsj3xUcR2wPXf_6fFx0,Tegelwinkel,,https://nl.linkedin.com/company/tervoort-egmond,Fabian IJntema (Hoofd Bedrijfsbureau) - https://www.linkedin.com/in/fabian-ijntema-7bb53287 ; Cor Tervoort (Directeur Ontwikkeling) - https://www.linkedin.com/in/cor-tervoort-28753824 ; Roderick Bleiji (Projectleider) - https://www.linkedin.com/in/roderick-bleiji-b451853a ; Mark Tervoort (Directeur bouw) - https://www.linkedin.com/in/mark-tervoort-21119a1a7 ; Hessel Stoel (Projectleider) - https://www.linkedin.com/in/hessel-stoel-6404542a,urn:li:organization:1205937
Tervoort Egmond,4.2,13,Mosselaan 124,Egmond aan den Hoef,,NL,http://www.tervoort.nl/,+31 72 506 9650,Bouwbedrijf,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tervoort%20Egmond&query_place_id=ChIJIzHPT3pYz0cRKg4GW0PXJbA,Bouwbedrijf,,https://nl.linkedin.com/company/tervoort-egmond,Fabian IJntema (Hoofd Bedrijfsbureau) - https://www.linkedin.com/in/fabian-ijntema-7bb53287 ; Cor Tervoort (Directeur Ontwikkeling) - https://www.linkedin.com/in/cor-tervoort-28753824 ; Roderick Bleiji (Projectleider) - https://www.linkedin.com/in/roderick-bleiji-b451853a ; Mark Tervoort (Directeur bouw) - https://www.linkedin.com/in/mark-tervoort-21119a1a7 ; Hessel Stoel (Projectleider) - https://www.linkedin.com/in/hessel-stoel-6404542a,urn:li:organization:1205937
Clear Kitchen Bussum (Keukenstudio),4.6,11,Landstraat 67,Bussum,,NL,https://www.clearkitchen.nl/,+31 35 208 4856,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Clear%20Kitchen%20Bussum%20(Keukenstudio)&query_place_id=ChIJ3ywxvPwTxkcRuTmsrZ_Y6FM,Keukenwinkel,,https://nl.linkedin.com/company/clear-kitchen,,urn:li:organization:28625556
